General_Release date,General_Battery capacity (mAh),General_Removable battery,Display_Refresh Rate,Display_Screen size (inches),Hardware_RAM,Hardware_Internal storage,Hardware_Expandable storage,Connectivity_NFC,camera_1_megapixel,camera_2_megapixel,camera_3_megapixel,camera_4_megapixel,camera_5_megapixel,num_cameras,front_camera_1_megapixel,front_camera_2_megapixel,num_front_cameras,Network_SIM_1,Network_SIM_2,General_Price in India
2014.0,1000.0,Yes,60,3.5,0.125,0.125,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,850.0,Yes,60,2.4,0.0625,0.125,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1400.0,Yes,60,3.5,0.125,0.25,No,No,3,0,0,0,0,1,3,0,1,4G,4G,1919.0
2014.0,1250.0,Yes,60,3.5,0.125,0.044921875,Yes,No,2,0,0,0,0,1,2,0,1,4G,4G,2399.0
2014.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1700.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3506.0
2014.0,2000.0,No,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,1950.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3600.0
2014.0,1300.0,No,60,3.5,0.125,0.25,Yes,No,3,0,0,0,0,1,0,0,1,4G,4G,2099.0
2014.0,1800.0,No,60,4.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,4499.0
2014.0,1500.0,No,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,6365.0
2014.0,1800.0,Yes,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5999.0
2014.0,1700.0,Yes,60,4.0,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4950.0
2014.0,2330.0,No,60,4.5,1.0,4.0,Yes,Yes,5,0,0,0,0,1,3,0,1,4G,4G,13299.0
2014.0,3000.0,No,60,5.5,2.0,32.0,No,No,13,0,0,0,0,1,8,0,1,4G,4G,15899.0
2014.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1300.0,Yes,60,4.0,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,2600.0,No,60,4.7,2.0,16.0,Yes,Yes,20,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1350.0,Yes,60,3.5,0.125,0.25,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,1699.0
2014.0,1700.0,Yes,60,3.5,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,5000.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4499.0
2014.0,1600.0,Yes,60,4.5,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5390.0
2014.0,2400.0,Yes,60,5.5,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,6890.0
2014.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,1400.0,No,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,2450.0
2014.0,1500.0,Yes,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,0,0,1,4G,4G,5149.0
2014.0,2800.0,Yes,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,9990.0
2014.0,1700.0,Yes,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,5500.0
2014.0,1950.0,No,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,12999.0
2014.0,5000.0,No,60,4.0,0.5,4.0,Yes,No,0,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2014.0,1400.0,Yes,60,4.0,1.0,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2990.0
2014.0,2200.0,No,60,4.8,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,2070.0,No,60,4.5,1.0,8.0,No,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,1500.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2013.0,2000.0,Yes,60,4.7,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2012.0,2000.0,Yes,60,4.3,2.0,16.0,No,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,2440.0,Yes,60,4.7,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,2300.0,No,60,4.8,1.0,8.0,Yes,Yes,8,0,0,0,0,1,3,0,1,4G,4G,13745.0
2014.0,1500.0,Yes,60,3.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5489.0
2014.0,2800.0,Yes,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2014.0,1400.0,No,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1700.0,No,60,4.5,1.0,4.0,Yes,No,8,0,0,0,0,1,0,0,1,4G,4G,3690.0
2014.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2014.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3529.0
2014.0,2500.0,No,60,5.0,2.0,16.0,No,Yes,13,0,0,0,0,1,8,0,1,Unknown,Unknown,31499.0
2014.0,1250.0,Yes,60,3.5,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3399.0
2014.0,2070.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,2300.0,No,60,4.5,2.0,16.0,No,No,7,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,1450.0,Yes,60,4.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1900.0,No,60,3.7,2.0,16.0,Yes,No,13,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,1540.0,Yes,60,3.2,0.5,4.0,Yes,No,3,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,3000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,1300.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,6820.0
2014.0,2200.0,Yes,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3499.0
2014.0,2200.0,Yes,60,5.0,2.0,8.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,2600.0,No,60,5.0,2.0,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,17999.0
2014.0,2700.0,No,60,5.7,2.0,16.0,Yes,No,13,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,2500.0,No,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,2600.0,No,60,4.8,2.0,16.0,Yes,Yes,8,0,0,0,0,1,1,0,1,Unknown,Unknown,13515.865397100195
2014.0,2000.0,Yes,60,4.7,1.0,8.0,Yes,Yes,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,2100.0,Yes,60,4.8,1.5,16.0,Yes,No,8,0,0,0,0,1,9,0,1,Unknown,Unknown,13515.865397100195
2014.0,5000.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2014.0,3000.0,No,60,5.0,3.0,16.0,Yes,Yes,7,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,1830.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2600.0
2014.0,2100.0,Yes,60,5.5,0.5,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,6500.0
2014.0,2800.0,No,60,5.1,3.0,32.0,Yes,Yes,16,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,2000.0,Yes,60,4.5,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,8500.0
2014.0,2500.0,Yes,60,6.0,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,7999.0
2015.0,2500.0,No,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,1100.0,Yes,60,2.4,0.0078125,16.0,Yes,No,3,0,0,0,0,1,0,0,1,4G,4G,2940.0
2015.0,2100.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,2410.0,No,60,5.3,2.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,3000.0,No,60,5.5,4.0,32.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,7999.0
2015.0,3200.0,No,60,6.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,1500.0,Yes,60,3.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3299.0
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,5990.0
2015.0,1400.0,Yes,60,4.0,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3499.0
2015.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2255.0
2015.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3199.0
2015.0,3100.0,Yes,60,5.0,3.0,64.0,Yes,Yes,21,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,1560.0,Yes,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,2994.0
2015.0,1300.0,Yes,60,4.0,0.25,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2149.0
2015.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4299.0
2015.0,1560.0,Yes,60,4.0,1.0,8.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,4799.0
2015.0,2200.0,Yes,60,5.5,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,4.7,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,11640.0
2015.0,3000.0,No,60,5.7,3.0,16.0,No,No,13,0,0,0,0,1,4,0,1,4G,4G,13515.865397100195
2015.0,1400.0,Yes,60,4.0,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3850.0
2015.0,2200.0,Yes,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5499.0
2015.0,1500.0,Yes,60,4.0,0.5,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3990.0
2015.0,2500.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,9999.0
2015.0,2400.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,6983.0
2015.0,3000.0,No,60,5.5,2.0,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,1650.0,No,60,4.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3535.0
2015.0,4000.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,6495.0
2015.0,1600.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2016.0
2015.0,1400.0,Yes,60,4.0,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3125.0
2015.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2399.0
2014.0,1950.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3600.0
2014.0,1300.0,No,60,3.5,0.125,0.25,Yes,No,3,0,0,0,0,1,0,0,1,4G,4G,2099.0
2014.0,1800.0,No,60,4.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,4499.0
2014.0,1500.0,No,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,6365.0
2014.0,1800.0,Yes,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5999.0
2014.0,1700.0,Yes,60,4.0,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4950.0
2014.0,2330.0,No,60,4.5,1.0,4.0,Yes,Yes,5,0,0,0,0,1,3,0,1,4G,4G,13299.0
2014.0,3000.0,No,60,5.5,2.0,32.0,No,No,13,0,0,0,0,1,8,0,1,4G,4G,15899.0
2014.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1300.0,Yes,60,4.0,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,2600.0,No,60,4.7,2.0,16.0,Yes,Yes,20,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1350.0,Yes,60,3.5,0.125,0.25,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,1699.0
2014.0,1700.0,Yes,60,3.5,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,5000.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4499.0
2014.0,1600.0,Yes,60,4.5,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5390.0
2014.0,2400.0,Yes,60,5.5,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,6890.0
2014.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,1400.0,No,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,2450.0
2014.0,1500.0,Yes,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,0,0,1,4G,4G,5149.0
2014.0,2800.0,Yes,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,9990.0
2014.0,1700.0,Yes,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,5500.0
2014.0,1950.0,No,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,12999.0
2014.0,5000.0,No,60,4.0,0.5,4.0,Yes,No,0,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2014.0,1400.0,Yes,60,4.0,1.0,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2990.0
2014.0,2200.0,No,60,4.8,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,1600.0,Yes,60,4.5,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,4940.0
2014.0,3000.0,No,60,5.9,2.0,32.0,Yes,No,13,0,0,0,0,1,1,0,1,Unknown,Unknown,13515.865397100195
2014.0,1500.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,2500.0,No,60,6.95,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,7169.0
2014.0,3000.0,No,60,5.5,2.0,32.0,Yes,No,16,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2499.0
2014.0,3000.0,No,60,5.5,3.0,32.0,Yes,Yes,13,0,0,0,0,1,1,0,1,4G,4G,13515.865397100195
2014.0,1300.0,Yes,60,3.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2400.0
2014.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5039.0
2015.0,1700.0,Yes,60,4.0,1.0,4.0,Yes,No,3,0,0,0,0,1,3,0,1,4G,4G,5830.0
2015.0,3000.0,No,60,4.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3999.0
2015.0,2500.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4999.0
2015.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3588.0
2015.0,2300.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,5598.0
2015.0,2500.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2600.0,No,60,4.6,2.0,16.0,Yes,No,7,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,2450.0,No,60,5.2,2.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,27980.0
2015.0,2700.0,No,60,5.2,3.0,32.0,Yes,No,2,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,1100.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,1300.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1900.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,6399.0
2014.0,2040.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,2000.0,No,60,4.5,0.5,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,2300.0
2014.0,2500.0,Yes,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,2370.0,No,60,4.7,1.5,16.0,Yes,Yes,8,0,0,0,0,1,1,0,1,Unknown,Unknown,13515.865397100195
2014.0,1700.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3150.0
2014.0,3220.0,No,60,5.7,3.0,32.0,Yes,Yes,16,0,0,0,0,1,7,0,1,Unknown,Unknown,13515.865397100195
2014.0,1300.0,Yes,60,3.5,0.25,0.1015625,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3600.0
2015.0,2000.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5800.0
2015.0,2700.0,No,60,5.0,2.0,16.0,Yes,No,16,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,2000.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2500.0,No,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,1100.0,Yes,60,2.4,0.0078125,16.0,Yes,No,3,0,0,0,0,1,0,0,1,4G,4G,2940.0
2015.0,2100.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,2410.0,No,60,5.3,2.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,3000.0,No,60,5.5,4.0,32.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,7999.0
2015.0,3200.0,No,60,6.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,1500.0,Yes,60,3.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3299.0
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,5990.0
2015.0,1400.0,Yes,60,4.0,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3499.0
2015.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2255.0
2015.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3199.0
2015.0,3100.0,Yes,60,5.0,3.0,64.0,Yes,Yes,21,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,1560.0,Yes,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,2994.0
2015.0,1300.0,Yes,60,4.0,0.25,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2149.0
2015.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4299.0
2015.0,1560.0,Yes,60,4.0,1.0,8.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,4799.0
2015.0,2200.0,Yes,60,5.5,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,4.7,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,11640.0
2015.0,3000.0,No,60,5.7,3.0,16.0,No,No,13,0,0,0,0,1,4,0,1,4G,4G,13515.865397100195
2015.0,1400.0,Yes,60,4.0,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3850.0
2015.0,2200.0,Yes,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5499.0
2015.0,1500.0,Yes,60,4.0,0.5,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3990.0
2015.0,3000.0,No,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,5000.0,No,60,5.0,3.0,32.0,Yes,No,8,0,0,0,0,1,8,0,1,Unknown,Unknown,19999.0
2015.0,2700.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,3000.0,No,60,5.5,3.0,32.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,5000.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2015.0,2910.0,No,60,5.5,2.0,16.0,Yes,Yes,13,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2015.0,2000.0,Yes,60,4.7,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,6449.0
2015.0,3000.0,Yes,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2050.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2015.0,1800.0,Yes,60,5.0,0.75,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,5197.0
2015.0,3000.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,19500.0
2015.0,2010.0,Yes,60,4.2,1.0,8.0,Yes,No,8,0,0,0,0,1,8,0,1,4G,4G,5599.0
2015.0,2000.0,No,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2700.0,No,60,5.2,3.0,32.0,Yes,No,2,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,2200.0,No,60,4.5,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,2500.0,Yes,60,5.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,4999.0
2015.0,3000.0,Yes,60,5.2,3.0,32.0,Yes,Yes,20,0,0,0,0,1,5,0,1,4G,4G,12994.0
2015.0,2100.0,Yes,60,4.7,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,5780.0
2015.0,1900.0,No,60,4.0,1.0,8.0,No,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,2200.0,No,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,5999.0
2015.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,4399.0
2015.0,2390.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,4499.0
2015.0,2500.0,No,60,3.5,2.0,16.0,Yes,No,0,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2015.0,2500.0,Yes,60,5.0,2.0,8.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,1300.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,5000.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,2000.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,3000.0,Yes,60,5.7,1.0,8.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,15600.0
2015.0,3120.0,Yes,60,5.7,1.0,8.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,12999.0
